phone,screen_size,paresed_price,announced_year,length_mm,width_mm,depth_mm,weight_oz,screen ratio,touchscreen,total_pixels,card_slot,battery_size,bluetooth_m,fast_chaging_power,SAR_EU_head,storage,lens_count,removable_B_Removable,cores_hexa,cores_octa,cores_quad,cores_single,gpu_manufacturer_Broadcom,gpu_manufacturer_Mali,gpu_manufacturer_NO,gpu_manufacturer_PowerVR,gpu_manufacturer_ULP,gpu_manufacturer_Vivante,wlan_ac,wlan_ax,wlan_g,wlan_n,network_g_4g,network_g_5g,network_g_nan
Galaxy A5 (2016),5.2,160,2015,144.8,71.0,7.3,5.47,0.725,1,2073600.0,1,2900.0,4,1,0.29,16384.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy A3 (2016),4.7,130,2015,134.5,65.2,7.3,4.66,0.6940000000000001,1,921600.0,1,2300.0,4,0,0.49,16384.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy Express Prime,5.0,110,2016,142.2,71.1,7.9,4.9,0.682,1,921600.0,1,2600.0,4,0,0.5218382352941175,16384.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy J3 (2016),5.0,120,2015,142.3,71.0,7.9,4.87,0.682,1,921600.0,1,2600.0,4,0,0.48,16384.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy On7,5.5,180,2015,151.8,77.5,8.2,6.07,0.7090000000000001,1,921600.0,1,3000.0,4,0,0.38,8192.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy On5,5.0,140,2015,142.3,72.1,8.5,5.26,0.7,1,921600.0,1,2600.0,4,0,0.4,8192.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Z3,5.0,110,2015,141.6,70.0,7.9,4.83,0.695,1,921600.0,1,2600.0,4,0,0.53,8192.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy J1 Ace,4.3,140,2015,130.1,67.6,9.5,4.62,0.598,1,384000.0,1,1900.0,4,0,0.69,4096.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy Note5 (USA),5.7,450,2015,153.2,76.1,7.6,6.03,0.768,1,3686400.0,0,3000.0,4,1,0.51,65536.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy Note5,5.7,450,2015,153.2,76.1,7.6,6.03,0.759,1,3686400.0,0,3000.0,4,1,0.45,131072.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy Note5 Duos,5.7,450,2015,153.2,76.1,7.6,6.03,0.768,1,3686400.0,0,3000.0,4,1,0.45,65536.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S6 edge+ (USA),5.7,500,2015,154.4,75.8,6.9,5.4,0.765,1,3686400.0,0,3000.0,4,1,0.5218382352941175,65536.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S6 edge+,5.7,450,2015,154.4,75.8,6.9,5.4,0.7559999999999999,1,3686400.0,0,3000.0,4,1,0.22,65536.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S6 edge+ Duos,5.7,450,2015,154.4,75.8,6.9,5.4,0.765,1,3686400.0,0,3000.0,4,1,0.29,65536.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S5 Neo,5.1,300,2015,142.0,72.5,8.1,5.11,0.696,1,2073600.0,1,2800.0,4,0,0.46,16384.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S4 mini I9195I,4.3,190,2015,124.6,61.3,8.9,3.77,0.667,1,518400.0,1,1900.0,4,0,0.68,8192.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy Folder,3.8,250,2015,122.0,60.2,15.3,5.47,0.56,1,384000.0,1,1800.0,4,0,0.5218382352941175,8192.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy A8 Duos,5.7,280,2015,158.0,76.8,5.9,5.33,0.738,1,2073600.0,1,3050.0,4,0,0.32,32768.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy A8,5.7,250,2015,158.0,76.8,5.9,5.33,0.738,1,2073600.0,1,3050.0,4,0,0.32,32768.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy V Plus,4.0,70,2015,121.4,62.9,10.7,4.34,0.596,1,384000.0,1,1500.0,4,0,0.5218382352941175,4096.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy J7,5.5,200,2015,152.2,78.7,7.5,6.03,0.696,1,921600.0,1,3000.0,4,0,0.5,16384.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy J7 Nxt,5.5,180,2017,152.4,78.6,7.6,6.0,0.696,1,921600.0,1,3000.0,4,0,0.52,16384.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy J5,5.0,160,2015,142.1,71.8,7.9,5.15,0.675,1,921600.0,1,2600.0,4,0,0.61,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Xcover 550,2.4,110,2015,129.0,56.2,14.0,4.37,0.246,0,76800.0,1,1300.0,3,0,0.78,256.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Galaxy S6 active,5.1,350,2015,146.8,73.4,8.6,6.0,0.665,1,3686400.0,0,3500.0,4,1,0.48,65536.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy Xcover 3,4.5,220,2015,132.9,70.1,10.0,5.43,0.619,1,384000.0,1,2200.0,4,0,0.71,8192.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
Galaxy S6 edge (USA),5.1,450,2015,142.0,70.1,7.1,4.66,0.72,1,3686400.0,0,2600.0,4,1,0.3,131072.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S6 (USA),5.1,410,2015,143.5,70.6,6.9,4.94,0.708,1,3686400.0,0,2550.0,4,1,0.22,131072.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S6 edge,5.1,380,2015,142.1,70.1,7.0,4.66,0.7170000000000001,1,3686400.0,0,2600.0,4,1,0.33,131072.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S6 Duos,5.1,400,2015,143.4,70.5,6.8,4.87,0.7090000000000001,1,3686400.0,0,2550.0,4,1,0.5218382352941175,131072.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S6,5.1,280,2015,143.4,70.5,6.8,4.87,0.7070000000000001,1,3686400.0,0,2550.0,4,1,0.38,131072.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy J1 4G,4.3,120,2015,129.0,68.2,8.9,4.3,0.598,1,384000.0,1,1850.0,4,0,0.5218382352941175,4096.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy J1,4.3,110,2015,129.0,68.2,8.9,4.3,0.598,1,384000.0,1,1850.0,4,0,0.57,4096.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy J2,4.7,150,2015,136.5,69.0,8.4,4.55,0.647,1,518400.0,1,2000.0,4,0,0.57,8192.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Z1,4.0,80,2015,120.4,63.2,9.7,3.95,0.598,1,384000.0,1,1500.0,4,0,0.71,4096.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy A7 Duos,5.5,300,2015,151.0,76.2,6.3,4.97,0.725,1,2073600.0,1,2600.0,4,0,0.29,16384.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy A7,5.5,300,2015,151.0,76.2,6.3,4.97,0.725,1,2073600.0,1,2600.0,4,0,0.41,16384.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy Grand Max,5.25,260,2015,146.0,74.8,7.9,5.68,0.6859999999999999,1,921600.0,1,2500.0,4,0,0.37,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy E7,5.5,230,2015,151.3,77.2,7.3,4.97,0.7140000000000001,1,921600.0,1,2950.0,4,0,0.33,16384.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy E5,5.0,200,2015,141.6,70.2,7.3,4.94,0.693,1,921600.0,1,2400.0,4,0,0.39,16384.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Core Prime,4.5,150,2014,130.8,67.9,8.8,4.59,0.649,1,384000.0,1,2000.0,4,0,0.6,8192.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy A5 Duos,5.0,290,2014,139.3,69.7,6.7,4.34,0.71,1,921600.0,1,2300.0,4,0,0.23,16384.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy A5,5.0,260,2014,139.3,69.7,6.7,4.34,0.71,1,921600.0,1,2300.0,4,0,0.23,16384.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy A3 Duos,4.5,230,2014,130.1,65.5,6.9,3.88,0.655,1,518400.0,1,1900.0,4,0,0.24,16384.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy A3,4.5,190,2014,130.1,65.5,6.9,3.88,0.655,1,518400.0,1,1900.0,4,0,0.24,16384.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy S5 Plus,5.1,380,2014,142.0,72.5,8.1,5.11,0.696,1,2073600.0,1,2800.0,4,0,0.61,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Pocket 2,3.3,100,2014,109.9,60.8,11.7,3.77,0.505,1,76800.0,1,1200.0,4,0,0.59,4096.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Galaxy V,4.0,80,2014,121.4,62.9,10.7,4.34,0.596,1,384000.0,1,1500.0,4,0,0.68,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Grand Prime Duos TV,5.0,150,2014,144.7,72.4,8.6,5.36,0.6579999999999999,1,518400.0,1,2600.0,4,0,0.53,8192.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Grand Prime,5.0,140,2014,144.8,72.1,8.6,5.5,0.66,1,518400.0,1,2600.0,4,0,0.28,8192.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy Ace Style LTE G357,4.3,200,2014,128.9,65.8,9.1,4.44,0.62,1,384000.0,1,1900.0,4,0,0.64,8192.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy Note Edge,5.6,300,2014,151.3,82.4,8.3,6.14,0.772,1,4096000.0,1,3000.0,4,1,0.24,65536.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Note 4 Duos,5.7,300,2014,153.5,78.6,8.5,6.17,0.742,1,3686400.0,1,3000.0,4,1,0.2,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Note 4 (USA),5.7,250,2014,153.5,78.6,8.5,6.21,0.7340000000000001,1,3686400.0,1,3220.0,4,1,0.5218382352941175,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Note 4,5.7,350,2014,153.5,78.6,8.5,6.21,0.7340000000000001,1,3686400.0,1,3220.0,4,1,0.37,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Mega 2,6.0,340,2014,163.6,84.9,8.6,6.84,0.715,1,921600.0,1,2800.0,4,0,0.21,16384.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy S5 LTE-A G901F,5.1,390,2014,142.0,72.5,8.1,5.11,0.696,1,2073600.0,1,2800.0,4,0,0.61,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Alpha (S801),4.7,450,2014,132.4,65.5,6.7,4.06,0.7020000000000001,1,921600.0,0,1860.0,4,0,0.4,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Alpha,4.7,390,2014,132.4,65.5,6.7,4.06,0.7020000000000001,1,921600.0,0,1860.0,4,0,0.37,32768.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy S5 mini Duos,4.5,250,2014,131.1,64.8,9.1,4.16,0.657,1,921600.0,1,2100.0,4,0,0.69,16384.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Avant,4.5,160,2014,132.9,66.0,9.9,4.8,0.636,1,518400.0,1,2100.0,4,0,0.45,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Galaxy S Duos 3,4.0,100,2014,121.4,62.9,10.8,4.37,0.596,1,384000.0,1,1500.0,4,0,0.53,4096.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Ace NXT,4.0,90,2014,121.4,62.9,10.7,4.34,0.596,1,384000.0,1,1500.0,4,0,0.68,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S5 mini,4.5,220,2014,131.1,64.8,9.1,4.23,0.657,1,921600.0,1,2100.0,4,0,0.97,16384.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy Ace 4 LTE G313,4.0,250,2014,121.4,62.9,11.0,4.59,0.596,1,384000.0,1,1800.0,4,0,0.87,4096.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy Ace 4,4.0,220,2014,121.4,62.9,10.8,4.37,0.596,1,384000.0,1,1500.0,4,0,0.5218382352941175,4096.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Young 2,3.5,100,2014,109.8,59.9,11.8,3.81,0.555,1,153600.0,1,1300.0,4,0,0.92,4096.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy Core II,4.5,130,2014,130.3,68.0,9.8,4.87,0.6509999999999999,1,384000.0,1,2000.0,4,0,0.42,4096.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S5 Sport,5.1,300,2014,144.0,74.0,8.9,5.57,0.6729999999999999,1,2073600.0,1,2800.0,4,0,0.51,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy S5 LTE-A G906S,5.1,300,2014,142.0,72.5,8.1,5.11,0.6940000000000001,1,3686400.0,1,2800.0,4,0,0.69,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Core Lite LTE,4.7,210,2014,133.1,70.0,9.9,5.26,0.675,1,384000.0,1,2000.0,4,0,0.25,8192.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
I9301I Galaxy S3 Neo,4.8,270,2014,136.6,70.7,8.6,4.66,0.6579999999999999,1,921600.0,1,2100.0,4,0,0.38,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy W,7.0,360,2014,191.8,99.6,8.8,8.64,0.7070000000000001,1,921600.0,1,3200.0,4,0,0.34,16384.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy S5 Active,5.1,400,2014,145.3,73.4,8.9,6.0,0.672,1,2073600.0,1,2800.0,4,0,0.67,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy K zoom,4.8,440,2014,137.5,70.8,16.6,7.05,0.652,1,921600.0,1,2430.0,4,0,0.4,8192.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Galaxy Beam2,4.66,250,2014,134.5,70.0,11.6,5.82,0.6559999999999999,1,384000.0,1,2600.0,4,0,0.5218382352941175,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
I9300I Galaxy S3 Neo,4.8,300,2014,136.6,70.8,8.6,4.66,0.657,1,921600.0,1,2100.0,4,0,0.38,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Ace Style,4.0,120,2014,121.2,62.7,10.7,4.34,0.599,1,384000.0,1,1500.0,4,0,0.53,4096.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ATIV SE,5.0,440,2014,137.7,69.9,8.4,4.8,0.716,1,2073600.0,1,2600.0,3,0,0.5218382352941175,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
G3812B Galaxy S3 Slim,4.52,200,2014,133.0,66.0,9.7,4.9,0.642,1,518400.0,1,2100.0,4,0,0.55,8192.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
I8200 Galaxy S III mini VE,4.0,180,2014,121.6,63.0,9.9,3.95,0.594,1,384000.0,1,1500.0,4,0,0.64,16384.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S5 Duos,5.1,420,2014,142.0,72.5,8.1,5.11,0.696,1,2073600.0,1,2800.0,4,0,0.73,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy S5 (octa-core),5.1,380,2014,142.0,72.5,8.1,5.11,0.696,1,2073600.0,1,2800.0,4,0,0.48,32768.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Galaxy S5 (USA),5.1,480,2014,142.0,72.4,7.9,5.11,0.6970000000000001,1,2073600.0,1,2800.0,4,0,0.5,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy S5,5.1,250,2014,142.0,72.5,8.1,5.11,0.696,1,2073600.0,1,2800.0,4,0,0.56,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Core LTE G386W,4.5,180,2014,132.9,66.3,10.0,4.83,0.634,1,518400.0,1,2100.0,4,0,0.45,16384.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Galaxy Core LTE,4.5,260,2014,132.9,66.3,9.8,4.83,0.634,1,518400.0,1,2100.0,4,0,0.4,8192.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
S5611,2.4,70,2014,118.9,49.7,12.9,3.21,0.302,0,76800.0,1,1000.0,3,0,0.79,256.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Galaxy Star Trios S5283,3.14,120,2014,106.0,61.0,11.0,3.7,0.472,1,76800.0,1,1300.0,4,0,0.96,4096.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Note 3 Neo Duos,5.5,410,2014,148.4,77.4,8.6,5.71,0.726,1,921600.0,1,3100.0,4,0,0.45,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Galaxy Note 3 Neo,5.5,320,2014,148.4,77.4,8.6,5.71,0.726,1,921600.0,1,3100.0,4,0,0.25,16384.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Galaxy Grand Neo,5.01,130,2014,143.7,77.1,9.6,5.75,0.645,1,384000.0,1,2100.0,4,0,0.21,16384.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Core Advance,4.7,190,2013,133.3,70.5,9.7,5.11,0.669,1,384000.0,1,2000.0,4,0,0.5218382352941175,8192.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S4 Active LTE-A,5.0,410,2013,139.7,71.3,9.1,5.19,0.6920000000000001,1,2073600.0,1,2600.0,4,0,0.52,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy J,5.0,450,2013,137.0,70.0,8.6,5.15,0.7190000000000001,1,2073600.0,1,2600.0,4,0,0.39,16384.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Win Pro G3812,4.5,170,2013,132.7,66.5,9.7,4.9,0.633,1,518400.0,1,2100.0,4,0,0.49,8192.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Galaxy S Duos 2 S7582,4.0,130,2013,121.5,63.1,10.6,4.16,0.594,1,384000.0,1,1500.0,4,0,0.59,4096.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Grand 2,5.25,180,2013,146.8,75.3,8.9,5.75,0.687,1,921600.0,1,2600.0,4,0,0.44,8192.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
I9230 Galaxy Golden,3.7,590,2013,118.0,59.5,15.8,6.31,0.555,1,384000.0,1,1820.0,4,0,0.5218382352941175,16384.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Galaxy Express 2,4.5,210,2013,132.4,65.7,9.8,4.73,0.642,1,518400.0,1,2100.0,4,0,0.38,8192.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
C3590,2.4,70,2013,100.9,50.9,17.3,3.49,0.34700000000000003,0,76800.0,1,800.0,0,0,0.33,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I9506 Galaxy S4,5.0,390,2013,136.6,69.8,7.9,4.59,0.723,1,2073600.0,1,2600.0,4,0,0.39,32768.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Galaxy Light,4.0,180,2013,121.4,63.5,10.2,4.3,0.591,1,384000.0,1,1800.0,2,0,0.38,8192.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
